00007FFF 000009E1 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000019 00000000 00000001 00000001 00000005 00000001 00000002 
00007FFF 000009E2 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000019 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009E1 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000019 00000000 00000001 00000001 00000005 00000001 00000002 
00007FFF 000009E1 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 0000000C 00000000 00000001 00000001 00000007 00000001 00000002 
00007FFF 000009DF 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000020 00000000 00000001 00000001 00000007 00000001 00000002 
00007FFF 000009DE 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000010 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 000009DD 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 0000000C 00000000 00000001 00000001 00000006 00000001 00000002 
00007FFF 000009DD 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 0000000C 00000000 00000001 00000001 00000006 00000001 00000002 
00007FFF 000009DC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000005 00000001 00000002 
00007FFF 000009DC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000005 00000001 00000002 
00007FFF 000009DD 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000006 00000001 00000002 
00007FFF 000009DD 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000006 00000001 00000002 
00007FFF 000009DC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000005 00000001 00000002 
00007FFF 000009DD 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000006 00000001 00000002 
00007FFF 000009DB 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000008 00000001 00000002 
00007FFF 000009DC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000010 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009DC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000010 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009DC 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009DD 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000009 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009DF 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000004 00000001 00000002 
00007FFF 000009DF 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000003 00000000 00000001 00000001 00000002 00000001 00000002 
00007FFF 000009E0 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000010 00000000 00000001 00000001 00000003 00000001 00000002 
00007FFF 000009E1 00000FF4 00000000 0000618B 0000004D 000006FD 000023F2 00000000 00000002 00000006 00000000 00000001 00000001 00000004 00000001 00000002 
